time,text,polarity,subjectivity
4/14/2017 23:59,b'RT @AmishPornStar1: BREAKING: Trump threatens Kim Jong Un and North Korea with the biggest bomb in his arsenal...\n\nHis approval rating.',0,0
,,,
4/14/2017 23:59,"b'RT @TeaPainUSA: Trump conspiracy-bots may have uncovered the ancient document that gives secret power to the ""Deep State.""  It\'s called ""Th\xe2\x80\xa6'",-0.2,0.55
,,,
4/14/2017 23:59,b'RT @HuffingtonPost: Democrats in Illinois just unseated a whole bunch of Republicans https://t.co/KV56ySv546 https://t.co/nYj0QOrFDn',0.2,0.4
,,,
4/14/2017 23:59,"b""RT @badgirl_loony: From tweets to the streets: Nationwide anti-Trump 'Tax Day' marches came together on social media @CNNPolitics https://t\xe2\x80\xa6""",0.033333333,0.066666667
,,,
4/14/2017 23:59,"b'@hazmetal @thehill Huh with Trump we may all be dead so thanks for shortening my life, and the world thanks you for\xe2\x80\xa6 https://t.co/icz2QZkO0g'",0.066666667,0.266666667
,,,
4/14/2017 23:59,"b'While bombing Afghanistan &amp; collusion closing in, Trump signs bill to destroy Planned Parenthood https://t.co/SXgpGilcoQ'",-0.2,0
,,,
4/14/2017 23:59,"b""RT @williamlegate: The MSM was confident that Trump's Syria attack would improve his ratings. They're so out of touch with what Americans a\xe2\x80\xa6""",0.5,0.833333333
,,,
4/14/2017 23:59,b'RT @ZaibatsuNews: \xe2\x80\x98It\xe2\x80\x99s total BS\xe2\x80\x99: CNN\xe2\x80\x99s David Gergen nails Trump surrogate for hypocrisy on visitor log transparency https://t.co/fhWyBSBI\xe2\x80\xa6',0,0.75
,,,
4/14/2017 23:59,"b""RT @thehill: ACLU: Trump's refusal to release White House visitor logs proves he has something to hide https://t.co/AWcSaRiL9k https://t.co\xe2\x80\xa6""",0.15,0
,,,
4/14/2017 23:59,"b""RT @joshgondelman: I'm mildly surprised neither of Donald Trump's adult sons has publicly celebrated the Aaron Hernandez verdict.""",0.183333333,0.65
,,,
4/14/2017 23:59,"b""RT @donkeysav: Liberals do not understand the concept of strategy. It includes rhetoric, getting opponents' attention and compromise in you\xe2\x80\xa6""",0,0
,,,
4/14/2017 23:59,"b'RT @kylegriffin1: This is a real thing.\n\nTrump is reportedly ""very upset"" that Amanda Knox (!!) supported Hillary Clinton. https://t.co/zoH\xe2\x80\xa6'",0.25625,0.3
,,,
4/14/2017 23:59,b'RT @LeeCamp: Missiles fired on #Syria sent Raytheon stock way up. Trump owns Raytheon stock &amp;enriches himself w/ every strike. Definition o\xe2\x80\xa6',0,0
,,,
4/14/2017 23:59,"b""In barely three months? Trump and his family are definitely Big Pimpin'! Trump has turned us into a whole Country o\xe2\x80\xa6 https://t.co/hrWFVBvHVu""",0.083333333,0.2
,,,
4/14/2017 23:59,"b'RT @SethAbramson: Trump should be sitting in the SITUATION ROOM at the WHITE HOUSE right now, not golfing at his chintzy rattrap in Florida\xe2\x80\xa6'",0.142857143,0.267857143
,,,
4/14/2017 23:59,b'Trump went on another golfing vacation. Still more relevant than #ShiaMahdi.\n\n#staypositive',0.45,0.7
,,,
4/14/2017 23:59,"b'Democrats Very Confused as Trump Bombs and Kills ISIS: ""What is the Strategy?"" (Video) https://t.co/Zjs4n2BNEg'",-0.52,0.91
,,,
4/14/2017 23:59,"b""RT @DaShanneStokes: Don't count on Congress to stop Trump. It's up to us, the people, to remove the liar and puppet. #resist #trumprussia #\xe2\x80\xa6""",0,0
,,,
4/14/2017 23:59,"b'RT @JordanUhl: Trump dropped the ""mother of all bombs"" then immediately left for another vacation in Florida. \n\nAt 4pm.\n\nOn a Thursday.\n\nMu\xe2\x80\xa6'",0,0
,,,
4/14/2017 23:59,"b""RT @GeorgeTakei: It's about to get very interesting, and possibly dangerous. https://t.co/4rGGkDz4Ff""",0.025,0.775
,,,
4/14/2017 23:59,"b""RT @HeavyAxiom: #TrumpRussia \xe2\x9a\xa1\xef\xb8\x8f \xe2\x80\x9cReport: British intelligence was the first to alert about Trump's alleged contacts with Russia\xe2\x80\x9d\n\nhttps://t\xe2\x80\xa6""",0.05,0.144444444
,,,
4/14/2017 23:59,"b'Donald Trump says no money for Head Start, but plenty to ramp up his deportation force https://t.co/wcLMzbM8VE'",0,0
,,,
4/14/2017 23:59,b'RT @Evan_McMullin: A plot twist you never saw coming (\xf0\x9f\x98\x89): President Trump loves the swamp just the way it is. https://t.co/zGZWwsIclN',0,0
,,,
4/14/2017 23:59,b'Elizabeth Warren chides Trump after MOAB strike on ISIS: \xe2\x80\x98He\xe2\x80\x99s gotta come in and explain himself\xe2\x80\x99  - https://t.co/lH6guyoX0d - @washtimes',0,0
,,,
4/14/2017 23:59,"b""RT @RVAwonk: #FakeViews: More than 25% of Trump's Twitter followers appear to be fake accounts. \nhttps://t.co/AnHCEqRb7P""",0,0.75
,,,
4/14/2017 23:59,b'RT @puttinganswer: @AmericasRachel @rebeccaballhaus Trump and his followers will never follow the golden rule!! EVER!!',0.732421875,0.5
,,,
4/14/2017 23:59,"b""RT @20committee: If you thought Obama was a Kenyan and Trump was a selfless patriot, you're also dumb enough to think Putin's a cool guy &amp;\xe2\x80\xa6""",-0.008333333,0.55
,,,
4/14/2017 23:59,b'#TrumpCrimeFamily #Ivanka &amp; #Trump will still tell #Kushner all.\nPull security clearance for entire WH &amp; #GOP!\xe2\x80\xa6 https://t.co/wO5bWCMCah',0,0.625
,,,
4/14/2017 23:59,"b""RT @MrTommyCampbell: It's sad that the hardest working person in Donald Trump's administration is his caddy.""",-0.5,1
,,,
4/14/2017 23:59,b'RT @AdamsFlaFan: Opinion | Trump is now destroying a healthy health-care system https://t.co/iXwPFOvrp2',0.15,0.25
,,,
4/14/2017 23:59,b'RT @McJesse: If North Korea really wants to threaten Trump they should fire copies of his tax returns at us.',0.2,0.1
,,,
4/14/2017 23:59,b'RT @supertaschablue: Trump needs to have a psych eval! https://t.co/UGCGy8ozE8',0,0
,,,
4/14/2017 23:59,b'RT @DavidYankovich: Donald Trump first 20 days- arguing crowd size.\n\n21-75 days- failing legislatively.\n\n76-100- bombing other nations for\xe2\x80\xa6',0.0625,0.354166667
,,,
4/14/2017 23:59,b'RT @Jack_Slater: The bomb Trump just dropped on Afghanistan cost $314 million. \n\nEnough money to fix the water crisis in Flint almost three\xe2\x80\xa6',0,0.5
,,,
4/14/2017 23:59,b'Donald Trump Spy Scandal \xe2\x80\x94 Did Candidate Break The Law? https://t.co/q9aak5eVjD via @nationalenquirer',0,0
,,,
4/14/2017 23:59,"b'RT @TeaPainUSA: Trump conspiracy-bots may have uncovered the ancient document that gives secret power to the ""Deep State.""  It\'s called ""Th\xe2\x80\xa6'",-0.2,0.55
,,,
4/14/2017 23:59,b'RT @Squashbloss2018: What I am seeing more and more is that the GOP are abandoning their constituents and vowing their loyalty to trump PLE\xe2\x80\xa6',0.5,0.5
,,,
4/14/2017 23:59,"b""RT @TheyCallMeEMac: why is there always a trump tweet from years ago that describes exactly what he's doing now""",0.25,0.25
,,,
4/14/2017 23:59,"b""What's at Stake in Obama/British Coup Attempt Against Trump https://t.co/rcHRNEJcQp""",0,0
,,,
4/14/2017 23:59,"b'RT @SethAbramson: As North Korea declares that ""thermonuclear war may break out any moment,"" this is what Trump is doing. Retweet if that\'s\xe2\x80\xa6'",0,0
,,,
4/14/2017 23:59,"b""RT @2ALAW: @Johnny_Joey Thank You For Your Service- For What It's Worth I Don't Think You're Expendable.\n\nMay God Bless You Sir!\xf0\x9f\x99\x8f\n\n@POTUS\xe2\x80\xa6""",0.3,0.1
,,,
4/14/2017 23:59,"b""RT @RVAwonk: #FakeViews: More than 25% of Trump's Twitter followers appear to be fake accounts. \nhttps://t.co/AnHCEqRb7P""",0,0.75
,,,
4/14/2017 23:59,b'RT @Don_Vito_08: RT If You Stand 100% With #MyPresident @POTUS #Trump \xf0\x9f\x87\xba\xf0\x9f\x87\xb8   @realDonaldTrump #MakeAmericaSafeAgain #MakeAmericaGreatAgain \n#\xe2\x80\xa6',0,0
,,,
4/14/2017 23:59,"b'RT @ShoebridgeC: China urges peace, as US fleet nears N Korea\nhttps://t.co/1PLmgbZuB7\nSeoul, 60 km from border, the likely victim if Trump\xe2\x80\xa6'",-0.0375,0.525
,,,
4/14/2017 23:59,b'RT @thehill: Conservative group Judicial Watch turns on Trump over White House shift on visitor logs https://t.co/lW3H86TmBD https://t.co/8\xe2\x80\xa6',0,0
,,,
4/14/2017 23:59,"b'RT @rebeccaballhaus: Trump won\xe2\x80\x99t post WH visitor logs, citing \xe2\x80\x9csecurity risks,\xe2\x80\x9d &amp; says move will save taxpayers $70K by 2020.\n\nOne Mar-a-La\xe2\x80\xa6'",0,0
,,,
4/14/2017 23:59,b'@FoxNews Watch Trump... If chocolate cake for desert.. Bombing',0,0
,,,
4/14/2017 23:59,"b""RT @paullewismoney: It's in a country far away and will never affect me or anyone I know but appalled by this attack on women's choices htt\xe2\x80\xa6""",-0.35,1
,,,
4/14/2017 23:59,"b'RT @HRCisMyPOTUS: Outrage Grows As Trump Costs Florida Taxpayers $60,000 A Day When He Visits His Private Club https://t.co/4btDRKpfmP http\xe2\x80\xa6'",0,0.375
,,,
4/14/2017 23:59,"b'""Trump\'s top economic adviser says Washington is a \'s---show"" - IT IS NOW THAT TRUMP IS THERE!'",0.375,0.35
,,,
4/14/2017 23:59,b'RT @redsteeze: Pretty clear the Last Jedi trailer was dropped as a way to distract everyone from Trump and Russia.',0.116666667,0.483333333
,,,
4/14/2017 23:59,b'Trump will keep list of White House visitors secret \xe2\x80\x93 Washington\xc2\xa0Post https://t.co/iJUHOhUmcb',-0.2,0.35
,,,
4/14/2017 23:59,b'PETITION: Require Donald Trump to disclose his tax returns https://t.co/WqEq7ipFup via @demandprogress #TaxMarch',0,0
,,,
4/14/2017 23:59,b'@SkepticalMammal @spicedsheila @from_flock @dtonguis @MaryyMcCoy @mskristinawong @FLOTUS @HomeSafeFla Blaming Bill\xe2\x80\xa6 https://t.co/IHGCfdvwIb',0,0
,,,
4/14/2017 23:59,"b""RT @PrisonPlanet: I'm glad that Trump is dropping bombs on ISIS and not leaflets, like Obama did. https://t.co/trHAqTlPQ6""",0.5,1
,,,
4/14/2017 23:59,"b""RT @TrueFactsStated: Trump's last stand will be at Mar-a-Lago. All his other properties gone, forced from the presidency, trying to stay ou\xe2\x80\xa6""",-0.141666667,0.213888889
,,,
4/14/2017 23:59,b'RT @Evan_McMullin: A plot twist you never saw coming (\xf0\x9f\x98\x89): President Trump loves the swamp just the way it is. https://t.co/zGZWwsIclN',0,0
,,,
4/14/2017 23:59,"b""@IMPL0RABLE Trump's lifestyle is adding MILLIONS to the US national debt, and his war will add BILLIONS more.  #sick #dictatortrump""",-0.107142857,0.678571429
,,,
4/14/2017 23:59,"b""RT @Susan_Hennessey: Honestly, I'm impressed that Trump was following the news as closely as his tweets indicate and still managed to learn\xe2\x80\xa6""",0.5,0.55
,,,
4/14/2017 23:59,"b""RT @ANTITRUMPMVMT: His and Hers Jets, Paid for with Your Tax Dollars: Melania Adds Another $100,000 to Trump's Mass... \xe2\x80\xa2 #ANTITRUMPMVMT htt\xe2\x80\xa6""",0,0
,,,
4/14/2017 23:59,"b""@MaxineWaters @ncwolf1313 He's trying to take us to war.  Doesn't matter with who, he simply wants us at war.  Trump must be stopped!""",0.25,0.1
,,,
4/14/2017 23:59,b'RT @BraddJaffy: Trump has now visited one of his golf clubs on 20% of his days as president so far (17 golf course trips in 84 days)\n\nWatch\xe2\x80\xa6',0.1,1
,,,
4/14/2017 23:59,b'RT @Don_Vito_08: RT If You Stand 100% With #MyPresident @POTUS #Trump \xf0\x9f\x87\xba\xf0\x9f\x87\xb8   @realDonaldTrump #MakeAmericaSafeAgain #MakeAmericaGreatAgain \n#\xe2\x80\xa6',0,0
,,,
4/14/2017 23:59,b'RT @MiaFarrow: White House line is  +1 (202) 456-1111. I was on hold for 8 mins to lodge disagreement w secret visitor logs policy https://\xe2\x80\xa6',-0.2,0.35
,,,
4/14/2017 23:59,b'Trump has made things permissible that once would have been unthinkable - like idly chatting about nuclear war on the news #inners',-0.05,0.8
,,,
4/14/2017 23:59,b'RT @deplorable_Me11: America is back again\xf0\x9f\x92\xafThank You @POTUS #Trump \xf0\x9f\x91\x94&amp; the Bravest &amp; Strongest #Military in the world\xf0\x9f\x92\x99 #MOAB #Syria #America\xe2\x80\xa6',-0.05,0.05
,,,
4/14/2017 23:59,"b""RT @mcspocky: What Republicans DON'T Want Women To Remember\n#Resist #TheResistance #Indivisible\n#SCROTUS #PEEOTUS\n#MAGA (by Jailing Trump)\xe2\x80\xa6""",0,0
,,,
4/14/2017 23:59,"b""RT @BenjaminBubb: We don't need WAR, we need PEACE...seriously, Mr. Trump, creating unnecessary tension between countries is not recommende\xe2\x80\xa6""",-0.4,0.9
,,,
4/14/2017 23:59,b'The division #Trump has caused between Americans is shocking and sad to see. No president has ever created such a d\xe2\x80\xa6 https://t.co/Y1dXdM7v5R',-0.5,0.833333333
,,,
4/14/2017 23:59,b'Trump Drops \xe2\x80\x98Mother Of All Bombs\xe2\x80\x99 On Islamic State Hideout: \xe2\x80\x9cThe Largest Guided Bomb In The https://t.co/yXiNGm6pSZ',0,0
,,,
4/14/2017 23:59,"b""RT @SenSanders: A lot of working people voted for Trump because they thought he was going to stand up for them. Well, it turns out that's n\xe2\x80\xa6""",0,0
,,,
4/14/2017 23:59,"b'RT @SethAbramson: Trump should be sitting in the SITUATION ROOM at the WHITE HOUSE right now, not golfing at his chintzy rattrap in Florida\xe2\x80\xa6'",0.142857143,0.267857143
,,,
4/14/2017 23:59,b'RT @viralninjaweb: 20 Little-Known Facts Trump Doesn\xe2\x80\x99t Tell Us About Tiffany https://t.co/vfJtq98a97 https://t.co/6unZrAxgMt',0,0
,,,
4/14/2017 23:59,b'RT @Stevenwhirsch99: Heres a list of people that should be upset about Trump dropping the MOAB in Afghanistan to defeat ISIS:\n 1. ISIS\n 2.\xe2\x80\xa6',0,0
,,,
4/14/2017 23:59,"b'RT @MarkSimoneNY: Chelsea Clinton Attacks Pres. Trump, INSTANTLY Gets Destroyed by Juanita Broaddrick: https://t.co/qzouTUDi0A'",0,0.666666667
,,,
4/14/2017 23:59,"b'RT @MiaFarrow: These two spoiled, infantile, impulsive, arrogant, delusional chubby men with weird hair could bring us to war #Trump #KimJo\xe2\x80\xa6'",-0.45,0.675
,,,
4/14/2017 23:59,"b""RT @Evan_McMullin: The release of American presidents' tax returns is an essential safeguard against corruption. President Trump must relea\xe2\x80\xa6""",0,0.15
,,,
4/14/2017 23:59,b'RT @McJesse: If North Korea really wants to threaten Trump they should fire copies of his tax returns at us.',0.2,0.1
,,,
4/14/2017 23:59,"b'RT @Khanoisseur: China is thrilled Trump is getting the US mired in the Middle East because it weakens America, allows China to rise https:\xe2\x80\xa6'",0.3,0.35
,,,
4/14/2017 23:59,b'RT @NewsBlurt: No wonder the left ALWAYS eventually regains power! #TRUMP supporters not willing to give @potus benefit of the doubt on #SY\xe2\x80\xa6',-0.0625,0.375
,,,
4/14/2017 23:59,"b'RT @TeaPainUSA: Trump conspiracy-bots may have uncovered the ancient document that gives secret power to the ""Deep State.""  It\'s called ""Th\xe2\x80\xa6'",-0.2,0.55
,,,
4/14/2017 23:59,b'RT @RWPUSA: Don Lemon has the guts to call out this BS. Trump has as much in common with MLK as Putin does with Mother Teresa\n\nhttps://t.co\xe2\x80\xa6',-0.3,0.5
,,,
4/14/2017 23:59,"b""RT @brianklaas: The Trump White House won't release tax returns and today announced they will keep White House visitor logs secret. https:/\xe2\x80\xa6""",-0.133333333,0.233333333
,,,
4/14/2017 23:59,"b'President Trump@POTUS Mr. Trump.  Our Governor (Govenor Bullock) approved Sharia Law and being a sanctuary state WITHOUT citizen imput, HELP'",0,0
,,,
4/14/2017 23:59,"b""RT @Susan_Hennessey: Honestly, I'm impressed that Trump was following the news as closely as his tweets indicate and still managed to learn\xe2\x80\xa6""",0.5,0.55
,,,
4/14/2017 23:59,"b""RT @JessieJaneDuff: Just to undermine Trump's Administration again, Washington Post issues a wildly misleading \xe2\x80\x98Fact Check\xe2\x80\x99 on EPA head. ht\xe2\x80\xa6""",0.1,0.4
,,,
4/14/2017 23:59,"b""RT @MoveOn: We're joining @4TaxFairness &amp; others for the #TaxMarch on 4/15/17 to demand Trump release his tax returns: https://t.co/3ILKIEp\xe2\x80\xa6""",0,0
,,,
4/14/2017 23:59,"b""We the People Do Care About Trump's Taxes - https://t.co/muUwcfDrkn""",0,0
,,,
4/14/2017 23:59,"b'RT @PalmerReport: Trump dropped the biggest and most expensive bomb ever, but only killed 36 ISIS fighters, none of them important. Wow doe\xe2\x80\xa6'",0.05,0.7
,,,
4/14/2017 23:59,b'#WhatAJoke @acosta #HackReporting gets \xf0\x9f\x91\x8e\xf0\x9f\x8f\xbd\xf0\x9f\x91\x8e\xf0\x9f\x8f\xbd\xf0\x9f\x91\x8e\xf0\x9f\x8f\xbd\xf0\x9f\x91\x8e\xf0\x9f\x8f\xbd\xf0\x9f\x91\x8e\xf0\x9f\x8f\xbd5 Rising Media Stars Who Speak Truth to Trump https://t.co/JPQtSwDU4o',0,0
,,,
4/14/2017 23:59,"b""There were Trump supporters at a bus stop, so I did my civic duty and boo'd the shit out of them while driving by. Gotcha!""",-0.25,0.8
,,,
4/14/2017 23:59,b'RT @thehill: Trump has spent a quarter of his presidency at Mar-a-Lago resort https://t.co/7a119nJcNl https://t.co/YAqlwF94UR',-0.1,0.1
,,,
4/14/2017 23:59,"b""RT @xscoutie: @nytimes Congratulations  you well deserve it Trump won't like that one little bit As  a Canuck  I've enjoyed it for years""",0.15625,0.6
,,,
4/14/2017 23:59,b'RT @NancyPelosi: RT if you agree that Congress has a responsibility to immediately debate President Trump\xe2\x80\x99s actions in Syria and rhetoric o\xe2\x80\xa6',0,0
,,,
4/14/2017 23:59,b'RT @joshledermanAP: WASHINGTON (AP) - Trump administration declines to name China a currency manipulator but lists 6 countries to monitor',0,0
,,,
4/14/2017 23:59,"b""RT @ProgressOutlook: Trump's ceaseless need to vacation and his abhorrent treatment of Melania costs taxpayers $60 million.""",-0.4,0.6
,,,
4/14/2017 23:59,"b""RT @KaivanShroff: Trump took time to defend fellow sexual predator Bill O'Reilly, but refuses to speak out about gay men being tortured &amp; k\xe2\x80\xa6""",0.458333333,0.708333333
,,,
4/14/2017 23:59,"b""RT @KaivanShroff: GOP says nobody cares about Trump's tax returns. There are over 135 marches planned to prove them wrong. #TaxMarch https:\xe2\x80\xa6""",-0.5,0.9
,,,
4/14/2017 23:59,b'RT @McJesse: If North Korea really wants to threaten Trump they should fire copies of his tax returns at us.',0.2,0.1
,,,
4/14/2017 23:59,b'RT @RealMuckmaker: Hungarian sources: Donald Trump campaign collusion with Russia was headquartered in Budapest https://t.co/4nRIEtkOpc via\xe2\x80\xa6',0,0
,,,
4/14/2017 23:59,b'RT @Don_Vito_08: RT If You Stand 100% With #MyPresident @POTUS #Trump \xf0\x9f\x87\xba\xf0\x9f\x87\xb8   @realDonaldTrump #MakeAmericaSafeAgain #MakeAmericaGreatAgain \n#\xe2\x80\xa6',0,0
,,,
4/14/2017 23:59,"b""RT @ShannonLeeBird: Fuck Trump! You're going to drag Australia into something we didn't want in the 1st place @BarackObama never abused our\xe2\x80\xa6""",-0.3,0.335416667
,,,
4/14/2017 23:59,"b""RT @Alyssa_Milano: How is this legal? The public won't get to see who stopped by the White House for 5 years after Trump leaves office http\xe2\x80\xa6""",0.066666667,0.088888889
,,,
4/14/2017 23:59,"b'RT @jdakwar: If Trump was concerned for Syrian babies killed in the chemical attack, he should lift the Muslim and refugee ban. https://t.c\xe2\x80\xa6'",-0.2,0
,,,
4/14/2017 23:59,b'RT @BraddJaffy: White House will not release its visitor logs; will be kept secret for at least 5 years after Trump leaves office https://t\xe2\x80\xa6',-0.233333333,0.366666667
,,,
4/14/2017 23:59,b'RT @Jack_Slater: The bomb Trump just dropped on Afghanistan cost $314 million. \n\nEnough money to fix the water crisis in Flint almost three\xe2\x80\xa6',0,0.5
,,,
4/14/2017 23:59,b'Can Trump Take Health Care Hostage? https://t.co/iqz2im3dmS #ProtectOurCare',0,0
,,,
4/14/2017 23:59,"b'RT @DTrumpExposed: Trump killed 36 ISIS members w/ a $300 mil #MOAB. That means it will only take $218,500,000,000 to kill all 25,000 membe\xe2\x80\xa6'",-0.1,0.5
,,,
4/14/2017 23:59,b'RT @NCStockGuy: EPA Ends Rule which protected streams and rivers from toxic coal wastewater \nhttps://t.co/nJazVxlMh7?',0,0
,,,
4/14/2017 23:59,b'RT @WOW_VA: Ex-British Spy Claims Trump Secretly Took Money From Russia To Save His Failing Business - https://t.co/i4A2H4BFjs',-0.4,0.7
,,,
4/14/2017 23:59,"b""RT @AngryBerner: Trump's rolling back 50 years of progress. We can stop him if we attack progressives and buy lots of adorable resistance t\xe2\x80\xa6""",0.25,0.5
,,,
4/14/2017 23:59,b'RT @MAMABEAR1219: Source: foreign intel gives tape to FBI of Donald Trump\xe2\x80\x99s kids engaging in criminal behavior https://t.co/GekyirXGhW via\xe2\x80\xa6',-0.041666667,0.458333333
,,,
4/14/2017 23:59,"b'RT @kylegriffin1: This is a real thing.\n\nTrump is reportedly ""very upset"" that Amanda Knox (!!) supported Hillary Clinton. https://t.co/zoH\xe2\x80\xa6'",0.25625,0.3
,,,
